user_id,item_list
106,13318 16486 1941 3473 12028 6873 6905 12939 16021 11776
107,6214 6905 8651 5273 10370 13410 8207 16486 5299 14229
108,5273 16846 1941 13032 4582 10562 6975 985 11491 8326
109,14358 3899 11359 17330 16846 8635 14400 12901 13914 16624
110,6177 15181 17666 15119 17462 2152 13410 6121 12943 1259
111,8580 6976 5951 11058 10857 13585 6351 9621 53 5714
112,3473 3899 13229 16846 13134 5273 12186 17294 1792 16364
113,5273 1551 8326 16364 6724 10865 3200 16012 7224 4078
114,1137 5403 7295 13229 17294 14358 16846 14781 14917 17416
115,7295 13914 5424 3473 13691 12707 739 11553 7224 12378
116,9621 17356 4559 8986 10095 6905 15800 409 13691 7295
117,14358 15119 5324 12752 6214 8635 1619 16624 5299 3768
118,17330 6782 249 8635 3899 6975 1792 15996 2665 5324
119,3473 16365 13229 17364 15750 16946 512 9871 13914 1259
120,2665 3942 8635 1259 3200 11481 14868 4088 13318 17364
121,640 13963 8635 12901 2665 10865 1792 3433 6011 11359
122,2665 12901 14868 15778 17416 10865 1792 17022 4853 640
123,13229 13134 16846 5273 3899 1792 640 15778 5433 2772
124,3899 16946 7744 14181 1259 1551 2665 1137 6011 17135
125,15750 13134 17936 6905 3899 14181 5273 1836 9621 2756
126,3473 6177 14181 3829 12944 3942 5433 17748 10562 11339
127,5141 2687 15922 6676 16759 7003 10776 17944 873 1285
128,6975 17364 2587 9131 249 14181 10295 1386 7975 6589
129,6214 16365 8011 10865 640 12707 11282 15119 5273 8194
130,17330 14181 3829 11339 1551 4204 6670 16598 12028 14213
131,16946 7744 16808 17788 2772 3768 10295 11180 3473 14358
132,3899 13134 1259 12707 1551 8651 1137 16365 15119 985
133,6157 5433 8011 8473 13963 7975 3691 7374 6011 1792
134,2243 11844 16846 15583 12943 12708 2665 17330 10316 518
135,7264 3910 3200 1259 392 8194 9871 11854 6011 7486
136,4093 840 2680 11702 4088 7407 14687 3200 12028 11776
137,14358 7143 3899 6011 5981 15844 960 2886 12944 14396
138,8096 8635 4301 3899 7257 9686 873 13714 1838 16143
139,3899 7407 8635 2756 1941 13963 5925 1551 6214 15778
140,6214 16365 13914 6652 8207 15778 1137 13410 6975 15583
141,640 6214 8207 16494 6011 6589 12901 13410 2545 5299
142,15119 17584 4582 640 14917 10562 3768 4088 11359 16791
143,1941 3899 14181 14485 7309 15778 10370 8326 10295 16364
144,1653 16070 13725 8635 15778 1259 6782 9871 4078 1614
145,13134 13465 10865 15674 12281 11553 1044 1533 1941 1137
146,17788 8194 10871 5885 5981 15082 15551 16359 6061 15007
147,15119 1792 17364 6177 1619 13410 14781 985 8194 17788
148,6177 10865 17135 10295 3889 1792 17748 640 12752 15868
149,6214 16846 8635 12492 12186 1259 14093 11339 14181 16791
150,3899 2687 7257 5675 13630 17584 1614 13229 6975 6905
151,8502 15969 5962 13914 1386 17330 17966 15674 13638 15778
152,13563 2748 17135 17788 1792 8207 640 4582 8194 15551
153,6214 16846 10865 17294 17330 16946 1846 1614 11339 16624
154,6214 13229 5299 2886 3899 6975 12492 1619 8207 16808
155,1846 5895 4075 11058 3706 1903 14159 9898 8386 6976
156,14868 17330 6214 1941 1137 3942 10370 6905 249 5925
157,17330 8635 3899 6214 15750 512 13134 1551 1941 1259
158,13585 17291 14396 12764 2796 9621 53 7606 14100 3824
159,14396 14917 11227 4075 7744 7190 6214 17330 13387 1186
160,13295 13585 12764 99 11343 14100 5714 16846 7867 15473
161,6177 13638 14868 2665 17022 13318 13725 17294 10865 13178
162,16846 6214 17364 2665 6011 14781 12186 3889 5273 13134
163,10865 13638 3473 3899 8747 8635 14358 1836 7099 3942
164,11844 6214 16365 8207 4078 16486 12943 7448 15064 17330
165,17135 3899 6975 4582 11342 5403 6782 14213 640 17294
166,17330 5925 241 940 15750 15778 1551 17364 6589 9619
167,2456 5273 9871 1941 940 7407 8502 14213 14400 12707
168,15778 7744 3473 17936 3899 14181 5424 7295 15750 9610
169,7295 3899 249 13134 8502 12663 16365 15750 8207 17788
170,7295 15778 17936 8580 9871 17413 940 6976 2482 99
171,3899 6975 14159 5273 5403 14396 12186 6011 17364 3768
172,6177 12371 16846 6011 442 14520 3869 5299 2711 15773
173,16946 6177 5100 2665 17830 3579 16791 4115 15800 4853
174,5299 3899 6589 13914 17135 2772 16364 13638 5324 17936
175,14396 17584 2665 7606 2152 15119 640 6177 2886 10295
176,17788 6976 3473 3899 402 13763 1846 14468 14159 15290
177,1551 6214 10562 5605 15778 13914 16486 3619 15119 10370
178,3473 6652 5925 3200 16365 14181 13229 6431 15778 5273
179,1551 17330 13914 13387 12311 6873 2756 940 512 13981
180,6177 13229 1551 14868 8502 640 4582 803 9131 12707
181,2665 16846 6975 3473 15181 4582 5221 8207 5324 13178
182,3473 9744 13318 17748 5925 13134 14485 15117 13387 11776
183,16365 14229 6011 6905 8502 12943 10562 13914 765 512
184,3869 6177 14078 6589 6011 15181 1259 14358 12186 7264
185,7606 5299 1603 5324 8194 388 10865 409 16624 16494
186,4204 3473 14868 17416 1137 6177 12707 5925 11342 6975
187,7744 99 11359 4199 9898 3198 2796 985 3473 10243
188,1137 14213 14868 6782 5925 17526 9441 6476 3889 2772
189,6177 14485 12752 10370 10562 14996 7486 1941 6652 7089
190,14358 640 15119 6011 3768 5925 15181 15778 2665 5273
191,3899 15119 2886 5299 1551 5273 14868 13914 9948 9527
192,8635 14358 2886 2243 11504 15289 13134 6975 5273 7606
193,5951 6214 7975 5324 1792 6011 6151 2597 11110 2772
194,17330 2665 10865 15119 5403 1137 6933 17294 14868 6975
195,3473 16846 16365 2665 17294 8635 5273 1259 17416 17462
196,7224 3899 1551 5273 17364 8502 512 13691 13178 16070
197,6782 13134 249 3473 17553 17961 17416 4115 14996 16012
198,13134 15922 13914 202 14358 1137 5605 973 4220 9871
199,8635 1259 14358 3200 12457 10370 4204 15750 17936 1846
200,14226 2846 2772 11110 7591 17135 11005 3473 2748 3899
201,14794 6730 8096 3899 3515 16846 15979 873 6625 2925
202,4388 12380 1941 5273 11614 1551 13387 3473 10562 15091
203,17788 13229 16846 12943 6652 13410 8247 3955 5299 5925
204,14917 13914 7407 14627 5742 17526 10370 6624 940 10446
205,7716 3473 4088 14996 9744 5925 13134 6214 10865 6118
206,3473 17330 6214 4204 14868 1551 10295 5925 5742 17936
207,11303 15922 6676 1941 3080 17944 3017 11339 14794 1232
208,3198 6214 12390 17291 3558 1551 5951 13229 53 16846
209,5951 6976 11227 13296 3691 14031 6495 16962 11504 2669
210,1941 12707 8326 7486 12492 103 10370 11481 6214 3200
211,13410 10865 6011 17584 13914 5925 10370 16791 17294 10562
212,3899 16364 14400 5403 14266 14868 16846 15119 249 1792
213,2796 99 8580 11504 11430 2807 14358 1186 6392 11058
214,5675 16296 2301 15922 9482 9071 8609 14947 8687 5141
215,15778 6724 14868 17748 10370 5742 16012 11359 5640 640
216,10562 17330 6905 3829 10370 14093 2665 4088 6670 14868
217,16846 17330 6011 15119 2886 5299 640 6873 9871 13914
218,13963 17294 1137 5324 13914 5299 9871 7295 8207 13410
219,10865 8567 3889 17356 16012 12390 3200 249 9322 15750
220,13914 1515 3899 9871 3889 8502 1551 1653 14485 9441
221,1515 9776 4582 14213 1137 1259 5299 11662 16846 16624
222,4556 11359 249 757 3942 14181 14213 3473 17294 2665
223,6112 15119 8207 16170 13410 13549 4607 1885 4914 16365
224,5273 1941 7309 5403 5925 16486 5742 16012 13914 17135
225,17330 1259 1551 8651 14627 7407 1137 13134 10295 13914
226,2665 16946 17330 12901 14266 11289 2055 7762 15868 3889
227,8635 14037 17330 6214 11110 17135 5273 16808 2545 8011
228,1941 10562 14536 1259 8326 17330 1208 4088 13981 17882
229,6177 13410 13914 4204 13725 15778 10316 9527 5403 2665
230,5324 17936 12663 5221 4582 8635 15778 6177 6214 757
231,14358 12186 2665 6652 17462 1614 4292 4683 2152 4607
232,6214 6652 13410 8207 14181 4292 16364 14078 12901 8567
233,6011 10865 5299 4582 13229 14229 15119 8502 15778 6096
234,17584 8326 3473 13134 11844 15778 10865 13318 4088 13914
235,3899 14181 11491 10370 14627 17330 8651 14485 6905 17584
236,14868 15469 13914 7407 7099 17748 15778 5974 10370 1551
237,14709 3473 6177 17356 3910 11391 8207 7248 11316 12052
238,8635 512 10865 3768 16846 1614 4582 15969 9898 6476
239,7744 15922 12901 8096 14358 14798 17294 17944 16143 7011
240,3619 3899 6214 16365 6652 5273 2665 6589 1551 3942
241,6177 8194 15119 16962 11430 15026 4582 8635 6392 13229
242,17135 3899 2756 14627 3942 13638 14400 3200 6905 13691
243,4582 3899 1619 15181 2886 12901 7295 17936 8455 6961
244,13654 3364 16681 16038 17943 1208 4883 2268 9776 5403
245,6214 14181 16365 249 10680 4173 14358 1614 1137 3942
246,13654 2376 11844 7716 14266 12924 9322 14181 5186 8635
247,9871 13638 1386 5403 5605 12663 5974 5424 12617 17526
248,8502 10865 13725 6011 12186 552 12614 6589 640 15119
249,1232 11430 1495 5675 2301 7677 6214 3824 17272 17413
250,14266 6975 6214 7716 16364 5273 10865 13229 6589 4582
251,7867 8194 14396 16549 7744 18050 12764 985 6351 6061
252,6177 7264 8207 12186 17330 16846 14868 10865 13963 16364
253,6177 11576 12380 1232 3899 17584 13417 16365 10562 5675
254,6177 5925 17748 13134 13410 16365 6975 3768 11359 17356
255,13971 640 955 2746 15119 17330 16365 4853 17294 16429
256,1137 6214 15119 12390 16365 13318 17584 6782 78 6905
257,11343 53 985 6250 5714 14358 4623 10042 3668 14031
258,241 16012 14213 12707 512 7407 14358 12378 2456 3216
259,3130 3869 5640 5605 17830 17294 103 16598 3402 16624
260,6177 14181 15119 12492 13134 16846 1259 16791 840 13410
261,17751 6177 5675 202 12899 3829 3899 6823 3204 13963
262,6177 13134 15119 16946 10865 14093 12752 6540 13941 8207
263,14181 8635 12492 6214 7309 17330 840 15778 1259 7407
264,14400 3402 6782 1941 8635 1386 6975 1846 8037 15289
265,17622 2669 17788 8194 17297 15289 11227 16549 11504 15551
266,14037 3899 3473 16624 6214 6975 16365 5324 8635 5640
267,16365 13963 6652 15868 13032 17364 13134 14226 13914 6011
268,6177 16791 1259 14181 2665 12943 7716 6905 14358 17294
269,6214 8635 17291 14868 13585 10865 15778 13295 6011 13914
270,12707 10985 3473 8635 4078 12943 16791 13134 16846 14368
271,6306 17961 1846 3200 7716 249 5951 17748 3942 3829
272,6214 17330 14358 5273 249 14181 3889 15119 16846 6011
273,3899 2152 1137 12492 6177 12028 14485 249 3569 17748
274,11506 17761 3473 10427 3768 5082 435 11259 2711 8635
275,6157 11491 13295 6214 17330 14181 15119 2796 2251 1551
276,10562 13410 1614 11339 3942 8635 3619 16012 13178 13318
277,442 11374 16762 7257 3473 5934 16458 7825 14520 3679
278,7264 15119 16486 2665 9875 8567 13914 13276 5675 249
279,6214 16846 5324 15119 640 13229 765 14868 14781 12832
280,6177 1614 8942 8651 103 3130 17364 3558 1836 16791
281,15026 10010 5141 8194 10131 14311 7257 8011 4525 1887
282,17788 14358 4292 3768 9131 6975 6011 17294 6118 3869
283,15551 15778 1551 7716 17330 6670 13134 13914 6118 16359
284,15735 4293 9939 6214 2126 4582 8318 15778 14142 16111
285,13950 8898 8687 899 6096 2665 6676 15383 16365 17751
286,15778 17330 3130 249 7141 16946 5974 3200 6652 7224
287,10491 16846 1619 8622 14814 14255 640 15181 9250 15277
288,8651 7309 4088 15289 14485 9621 78 10173 13318 7486
289,14181 17330 1941 3619 5605 6214 17584 8502 7309 2739
290,12530 2179 3955 5751 2772 4883 16012 14095 16946 7760
291,15778 11359 5925 940 14266 1614 17617 249 11662 17553
292,13443 11342 2746 3473 3811 4204 6214 17810 11289 3899
293,5925 13714 2126 3899 8635 6730 591 16143 2802 2387
294,13914 5403 6431 1208 14213 6670 9871 14266 14095 3942
295,3899 8635 1619 15181 17330 14226 13032 5299 9621 15289
296,3899 6976 3691 9898 2665 11430 8473 6214 13585 13134
297,3473 6214 5273 10865 14868 13914 16846 14358 2772 17294
298,9898 13295 14358 17294 15119 1846 11430 3824 8207 3668
299,7867 8635 7716 4204 4075 8852 17411 17022 1259 16549
300,13318 10370 17961 15778 6214 13134 17330 3942 7486 17022
301,5299 14358 16846 1137 1619 640 13134 8011 4607 5273
302,17330 1551 3829 13914 732 12457 13318 6214 7606 9275
303,14181 638 6177 3899 15583 13229 8207 15639 99 4199
304,17584 12492 7309 3899 14536 3829 14078 3768 6724 11491
305,11504 6417 17135 4582 640 10010 5273 17365 5640 14917
306,6011 16846 14868 8635 17330 5100 1885 6589 4292 8622
307,16846 17294 8635 3768 14358 5273 4582 16624 17364 15778
308,13318 8635 3473 1551 14181 17330 1614 5273 6214 12457
309,6177 16365 8635 640 7295 6652 17294 17788 8011 1259
310,12530 7870 9131 6782 13229 3899 17330 17284 3636 4883
311,6177 17416 13549 5324 6652 4582 6011 15868 17330 7374
312,11844 14440 6905 1208 11481 16486 1836 17748 2179 3829
313,6177 4582 6011 13410 9131 8635 15922 2152 1619 17788
314,5273 16365 1259 14181 12707 442 8207 4435 15119 1551
315,512 13725 12663 16364 16012 11119 9610 17966 17022 7763
316,17294 8635 15778 5925 16624 10865 6011 5974 13229 5273
317,9875 4368 9255 824 4853 13397 15130 3232 5675 3899
318,17364 17356 5273 14868 12901 11342 1614 10027 8567 3942
319,1846 6177 8455 6392 16946 6652 6975 1792 9131 388
320,3899 14181 13914 8207 5742 10865 16365 13725 2243 5974
321,16846 13229 15082 15119 13410 17356 4119 13134 6975 5951
322,3473 3200 6652 10370 1941 17330 5742 16791 6011 17356
323,16640 409 5307 4075 14358 7297 16846 6975 2665 17294
324,14396 8852 388 3473 17365 8635 7483 7565 2886 5299
325,6177 6652 17294 13229 4853 16791 6011 16946 1259 8233
326,17330 16365 13914 4204 1941 15996 12186 16846 13387 7295
327,8651 3899 2665 1137 10370 9322 17584 13914 10680 5812
328,6177 8635 6214 15551 5460 12708 11854 6975 15091 14868
329,5141 6214 8316 8635 16846 5925 16365 7264 640 16624
330,7645 15514 9308 16365 2243 1551 16846 15778 8580 10562
331,3473 6214 16486 1208 8326 10680 13914 7973 15778 8567
332,9621 2772 3889 17936 12901 14400 512 940 7591 11110
333,6177 12752 16846 8635 12186 2665 3768 7632 6011 7257
334,3473 3899 6214 7716 17584 2772 2846 14181 6905 17297
335,7744 6011 17364 4582 17330 9131 2772 552 985 4292
336,13725 16070 6177 8635 12663 8037 6589 11038 17330 16791
337,3473 13410 14358 14181 8207 4853 6975 9441 6905 12901
338,15119 2886 9621 8011 14400 14181 3200 1614 15844 16332
339,13295 1846 17905 8580 5951 17291 16365 3668 11058 3899
340,4088 2748 640 14536 5605 9610 6975 15778 11325 15064
341,6905 7407 8898 287 5974 3204 3889 6214 15750 16143
342,3473 2886 16846 10865 17330 1619 9131 14873 12015 8651
343,16624 16846 8194 15082 16549 16131 3768 6652 11282 7417
344,13229 12492 6177 5925 8936 5299 17584 15398 12311 4468
345,7264 16846 16365 14396 4292 15119 4582 5273 13914 16624
346,7716 3473 419 3899 14266 11491 8567 287 6476 16012
347,6214 5509 15778 12752 17330 16846 10865 973 5925 16775
348,3869 16365 3200 8635 7264 5605 17330 5403 13410 15117
349,1846 3899 5974 8635 10865 17330 7744 9621 7867 6214
350,15119 10865 11339 4853 13410 5925 17356 10562 17294 17411
351,1846 6177 14358 3473 16962 7867 3899 7606 4075 11430
352,12492 3768 3829 15778 8502 14358 12457 16486 5925 13691
353,13654 5812 3473 4173 12958 2927 6670 16791 6724 7983
354,15996 2748 17388 8371 16598 11170 6214 14181 2665 5403
355,5324 3899 8635 17330 6214 640 12901 14358 17666 16365
356,6177 16365 5299 13410 8635 15773 4078 6540 13950 13921
357,16846 12999 2665 10865 16365 17610 17294 13914 8864 5925
358,6214 7645 5300 6652 3899 3768 8194 9308 2665 1331
359,3899 16365 1137 16791 6975 12186 4853 1792 16486 16624
360,5273 1551 10370 3942 16486 17330 10562 7309 15469 14093
361,14358 3473 640 6652 249 17330 17364 12901 12380 16624
362,6177 3899 16365 249 8635 13229 12943 13914 5974 640
363,2665 5324 1846 8635 15181 1619 12901 13032 9621 13229
364,13410 17788 12901 17356 16946 16598 17135 16791 5640 3768
365,15778 1551 15551 15844 5981 15683 17135 12944 6751 7486
366,5273 13410 8635 6214 3473 1259 5925 17330 17356 11776
367,9131 12752 2182 3200 6177 15436 3829 12492 6118 12708
368,6177 9621 12764 552 99 8473 14010 1259 2796 6417
369,5273 3899 5742 2756 12390 7407 14400 5424 16278 14358
370,17022 11339 16598 6177 16365 3200 5273 17584 14181 6306
371,14358 985 6214 16486 8635 2084 17284 16791 4607 3768
372,6214 6652 2665 14358 3619 9441 2243 1614 13134 5742
373,3200 6214 1792 640 3899 2665 5273 3473 13318 6011
374,3899 13914 5424 940 17748 15119 8502 5925 4582 2456
375,419 3768 9131 17294 17364 15398 4607 2152 1619 15551
376,7486 2748 14400 10295 1259 16012 14485 14917 4204 14095
377,4582 6118 2152 15778 2886 5273 3869 6589 1102 16791
378,973 15119 5300 12832 3768 3899 985 6652 17364 17140
379,14485 17584 9744 12457 14093 2756 13178 11038 1208 10865
380,7407 17553 17748 78 12028 3899 10562 12939 17330 13134
381,3473 10062 10865 13654 2886 7225 16162 14181 5478 12752
382,13410 13963 15119 17830 16846 7919 4388 14358 1792 8288
383,3473 13229 8635 15119 6975 6011 6652 507 5299 16791
384,6157 7744 11058 17715 3198 6214 4119 10865 17622 7867
385,3473 17416 5925 6975 1259 14868 4582 5424 1619 8502
386,13963 8898 2243 13950 7264 14449 8096 3473 10316 16365
387,9610 3473 3899 5403 3200 287 3889 8635 8194 6306
388,2846 16846 3473 16365 17135 1792 640 17330 2665 4115
389,9610 5299 17330 15778 14181 5925 2152 13410 9131 1941
390,16365 6214 6177 2886 2152 3473 16624 4582 15181 3899
391,7264 6214 5273 1259 7257 10562 16365 14358 15778 3768
392,6177 3473 5925 8326 8502 7309 17135 6670 15750 16919
393,16364 8635 14400 15778 5925 9323 5424 4204 6214 15119
394,16070 1941 14868 10865 241 1551 16012 3899 12311 9619
395,2387 442 12752 12380 10427 3899 15999 13387 3473 435
396,5273 3899 16365 3473 14400 6975 3942 4292 2179 8326
397,8635 17330 1941 12457 17584 1208 5403 15778 1259 5925
398,5423 249 2587 6463 8502 3325 17526 16775 17101 10865
399,10008 7645 5300 12983 11607 8635 4220 9270 7264 15514
400,3899 12186 5273 13134 12943 640 4582 1792 13914 4607
401,8194 17788 17330 5981 7143 5433 5273 1614 392 13801
402,241 8942 7407 1941 17526 16012 3473 8635 13638 5299
403,15119 6975 4582 10865 1792 6011 17135 13134 5640 9131
404,8635 10562 13032 13318 14868 6873 13178 5403 15119 3768
405,3473 6214 6652 13963 17330 8635 17140 12390 2387 15181
406,8011 10857 17788 2251 2552 1846 3691 6652 5951 640
407,9275 2118 16365 16080 732 12901 6872 7974 17294 4341
408,6676 12921 17330 10865 179 12578 5115 4192 9898 1566
409,8635 17364 640 13914 1792 17294 5640 16021 5273 8207
410,6975 16365 6214 13963 640 419 2665 12186 3768 5324
411,17364 16846 6975 12186 4556 9898 3691 4162 5221 6495
412,3473 10843 3899 4113 3590 6214 13032 6233 8635 17936
413,1792 6589 6214 13032 640 7295 3768 13218 4853 7224
414,11339 1259 6177 3899 6214 5273 10865 249 15785 1941
415,6177 11339 3473 15778 4582 1551 5885 13914 12457 14095
416,5403 6214 8651 13134 2665 13410 14400 3619 5299 6975
417,16846 6589 13914 16624 1137 16791 13229 17364 1551 13134
418,16365 17330 640 2665 5273 2886 13410 13134 10865 6975
419,3473 8635 17297 9131 8194 14996 6118 15778 8207 8911
420,2665 6214 16846 16365 3899 15181 11342 8635 955 17294
421,15119 16846 1619 3768 985 5324 10316 6011 14358 16808
422,9871 3402 12311 14400 5424 7099 10843 15683 16012 249
423,17330 11576 12956 5675 8326 15880 13134 14181 202 4078
424,6177 5273 8635 3768 5299 10562 4582 5324 1259 2152
425,6214 17330 16365 7716 16791 5324 15119 17364 4204 8455
426,13725 10865 8635 15119 17364 9610 14213 14400 14181 5742
427,12901 6975 16624 10865 14226 1137 11110 3200 6589 3942
428,13914 15778 5925 15119 1941 16846 13387 10295 1208 10562
429,7870 17294 17936 8502 6782 13032 13035 4582 16070 11836
430,10562 3473 14868 17022 6306 9527 14627 10370 1208 17748
431,442 14520 17391 5925 5141 3899 11899 11259 2911 15830
432,6177 13963 5100 5925 13914 9573 10370 15119 16070 3768
433,17830 6214 16846 2152 3899 4582 5324 1605 13032 17462
434,3473 15778 14358 4582 4078 13914 16364 14181 16624 3619
435,7264 16846 11854 16549 13134 14358 1941 16436 15117 13032
436,640 16365 5273 11342 10173 14400 3200 12390 10562 3768
437,4468 3899 13549 2182 17961 1267 13372 17307 7031 5424
438,14358 3899 17788 17830 13585 13410 3473 16549 16946 14181
439,3473 9749 1232 202 3899 1519 7744 1542 6975 4301
440,14181 5403 4088 1208 8635 11339 78 9329 15469 17330
441,7264 3619 11481 12999 1551 5742 17748 17751 12390 13950
442,14095 8747 14226 15778 14400 6214 13638 11110 13914 16846
